accident_reference,date_of_collision,time_of_collision,collision_severity,easting,northing,first_road_class,second_road_class,division,local_authority,cycle_involved
1034236,09-Apr-21,9:40:00 PM,Slight,397333,866919,B,#NULL!,North East,Aberdeenshire,
1034270,02-Mar-21,3:20:00 PM,Serious,394084,803310,Unclassified,Unclass,North East,Aberdeen City,
1034282,02-Apr-21,3:40:00 PM,Slight,271114,658270,B,#NULL!,Lanarkshire,South Lanarkshire,
1034310,10-Apr-21,9:45:00 AM,Serious,247951,664482,Unclassified,A,Renfrewshire and Inverclyde,Renfrewshire,Involving at least 1 x Pedal Cycle
1034311,10-Apr-21,12:10:00 PM,Slight,342338,732207,Unclassified,#NULL!,Tayside,Dundee City,Involving at least 1 x Pedal Cycle
1034312,10-Apr-21,11:04:00 AM,Slight,255799,666592,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1034314,09-Apr-21,4:00:00 PM,Slight,255483,666363,A,#NULL!,Greater Glasgow,Glasgow City,
1034337,10-Apr-21,3:45:00 PM,Slight,234344,639368,Unclassified,#NULL!,Ayrshire,North Ayrshire,
1034369,10-Apr-21,6:30:00 PM,Slight,253437,663571,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1034392,10-Apr-21,9:50:00 PM,Slight,231748,704550,A,Unclass,Argyll and West Dunbartonshire,Argyll & Bute,
1034411,09-Apr-21,1:30:00 PM,Slight,240840,619692,A,Unclass,Ayrshire,South Ayrshire,
1034421,10-Apr-21,1:25:00 PM,Serious,250205,671757,A,#NULL!,Argyll and West Dunbartonshire,West Dunbartonshire,
1034428,10-Apr-21,7:32:00 PM,Serious,290862,673704,B,#NULL!,Forth Valley,Falkirk,
1034430,10-Apr-21,3:25:00 PM,Slight,325408,676596,Unclassified,#NULL!,Edinburgh,City of Edinburgh,
1034443,10-Apr-21,7:55:00 PM,Slight,322869,675997,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1034469,11-Apr-21,2:30:00 PM,Slight,258408,664548,A,A,Greater Glasgow,Glasgow City,
1034479,08-Apr-21,4:10:00 PM,Slight,265291,662808,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1034483,10-Apr-21,4:30:00 PM,Slight,360094,738769,A,#NULL!,Tayside,Angus,
1034540,08-Apr-21,6:45:00 PM,Slight,260119,666128,MOTORWAY,#NULL!,Greater Glasgow,Glasgow City,
1034665,06-Apr-21,7:23:00 PM,Slight,214567,669858,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1034666,12-Apr-21,11:15:00 AM,Slight,326255,674517,Unclassified,#NULL!,Edinburgh,City of Edinburgh,
1034747,12-Apr-21,9:00:00 AM,Slight,147024,932182,A,#NULL!,Highland and Islands,Eilean Siar,
1034754,09-Apr-21,1:18:00 PM,Slight,333651,668007,Unclassified,Unclass,The Lothians and Scottish Borders,Midlothian,
1034813,12-Apr-21,4:23:00 PM,Slight,300401,668167,MOTORWAY,#NULL!,The Lothians and Scottish Borders,West Lothian,
